Evento;Data;Resumo;Fonte 1;Fonte 2;Grau de Evidência;Dano Social;Status;País;Categoria;Prioridade de Verificação
Waco siege (1993);19 Apr 1993;"Siege of Branch Davidians raised allegations of government overreach and coverup; investigations found issues in federal handling.";https://en.wikipedia.org/wiki/Waco_siege;https://www.britannica.com/event/Waco-siege;Média;Alto;Parcialmente confirmada;EUA;Law/Crime;High
Y2K panic theories;1999–2000;"Claims global technological collapse would occur at millennium; proved largely exaggerated.";https://en.wikipedia.org/wiki/Year_2000_problem;https://www.computerworld.com/article/2599278/y2k-redux.html;Alta;Moderado;Desmentida;Internacional;Technology;Medium
9/11 inside job theories;11 Sep 2001;"Claims US government orchestrated 9/11; rejected by multiple investigations.";https://en.wikipedia.org/wiki/9/11_conspiracy_theories;https://www.911commission.gov/report/;Alta;Extremo;Desmentida;EUA;Terrorism/Political;High
Weapons of mass destruction in Iraq;2002–2003;"Claims of WMD used to justify invasion; later found unsubstantiated.";https://en.wikipedia.org/wiki/Iraq_and_weapons_of_mass_destruction;https://www.bbc.com/news/world-middle-east-28147558;Alta;Extremo;Comprovada (false claims);EUA/Internacional;Political;High
Chemtrails;1990s–present;"Belief that contrails are chemicals for mind/weather control; debunked by science.";https://en.wikipedia.org/wiki/Chemtrail_conspiracy_theory;https://www.nasa.gov/;Baixa;Moderado;Desmentida;Internacional;Science/Environment;Medium
HAARP weather control;1990s–present;"High-frequency research program accused of manipulating weather; scientific evidence disproves.";https://en.wikipedia.org/wiki/High-frequency_Active_Auroral_Research_Program;https://www.nasa.gov/;Média;Moderado;Desmentida;EUA;Science/Technology;Medium
Global warming hoax claims;2000s–present;"Claims climate change is fabricated; overwhelming evidence supports human-caused warming.";https://en.wikipedia.org/wiki/Climate_change_denial;https://www.ipcc.ch/;Alta (contrária à teoria);Extremo;Desmentida;Internacional;Science/Environment;High
COVID-19 lab leak and bioweapon theories;2019–2023;"Claims virus engineered or leaked from lab; ongoing investigation with partial evidence on accidental leak.";https://en.wikipedia.org/wiki/COVID-19_lab_leak_theory;https://www.nature.com/articles/d41586-023-00228-7;Média;Extremo;Inconclusiva;Internacional;Health/Science;High
5G radiation and COVID link theories;2020;"Claims 5G caused COVID-19; scientifically debunked.";https://en.wikipedia.org/wiki/5G_conspiracy_theories;https://www.who.int/news-room/q-a-detail/radiation-5g-mobile-networks-and-health;Alta;Moderado;Desmentida;Internacional;Technology/Health;Medium
Bill Gates microchip vaccine theory;2020;"False claims that vaccines contain microchips for tracking; debunked.";https://en.wikipedia.org/wiki/COVID-19_misinformation#Bill_Gates;https://www.reuters.com/article/factcheck-gates-idUSL1N2C21VI;Alta;Alto;Desmentida;Internacional;Health/Technology;High
Pizzagate;2016;"False claims linking politicians to child trafficking ring; inspired violent incident.";https://en.wikipedia.org/wiki/Pizzagate_conspiracy_theory;https://www.bbc.com/news/world-us-canada-38205872;Alta;Alto;Desmentida;EUA;Political/Crime;High
QAnon;2017–present;"Movement alleging global elite cabal; no evidence found.";https://en.wikipedia.org/wiki/QAnon;https://www.nbcnews.com/tech/internet/qanon-explained-n1274396;Alta;Extremo;Desmentida;Internacional;Political/Social;High
Flat Earth revival;2010s–present;Modern resurgence of flat Earth belief amplified by social media.;https://en.wikipedia.org/wiki/Modern_flat_Earth_beliefs;https://www.space.com/flat-earth-belief-rise.html;Alta;Moderado;Desmentida;Internacional;Science;Medium
George Soros global control myths;2000s–present;"Claims Soros funds world control; antisemitic trope debunked.";https://en.wikipedia.org/wiki/George_Soros_conspiracy_theories;https://www.nytimes.com/;Alta;Alto;Desmentida;Internacional;Political;High
New World Order (modern form);1990s–present;"Theory alleging elite globalist government takeover; no supporting evidence.";https://en.wikipedia.org/wiki/New_World_Order_(conspiracy_theory);https://www.britannica.com/topic/New-World-Order-conspiracy-theory;Alta;Alto;Desmentida;Internacional;Political;High
Illuminati control theories;1700s–present;"Claim secret Bavarian Illuminati continues global dominance; no credible evidence.";https://en.wikipedia.org/wiki/Illuminati;https://www.britannica.com/topic/Illuminati;Alta;Moderado;Desmentida;Internacional;Political/Religious;High
Big Pharma suppression theories;1900s–present;"Belief pharmaceutical companies hide cures for profit; partial evidence of price manipulation but not cure suppression.";https://en.wikipedia.org/wiki/Pharmaceutical_industry_conspiracy_theories;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7359378/;Média;Alto;Parcialmente confirmada;Internacional;Health/Economy;High
Autism-vaccine myth;1998–present;"Discredited claim linking MMR vaccines to autism; based on fraudulent study.";https://en.wikipedia.org/wiki/MMR_vaccine_and_autism;https://www.cdc.gov/vaccinesafety/concerns/autism.html;Alta;Extremo;Desmentida;Internacional;Health;High
9/11 Pentagon missile claim;2001;"Theory that no plane hit the Pentagon; disproven by photos and eyewitnesses.";https://en.wikipedia.org/wiki/Pentagon_attack_misconspiracy;https://www.911commission.gov/report/;Alta;Alto;Desmentida;EUA;Terrorism;High
Epstein death theories;2019;"Claims Epstein was murdered; autopsy disputed; official cause suicide but widely doubted.";https://en.wikipedia.org/wiki/Death_of_Jeffrey_Epstein;https://www.bbc.com/news/world-us-canada-49324939;Média;Alto;Inconclusiva;EUA;Crime/Political;High
